freq,psd_x,psd_y,psd_z,psd_xyz
100.2,1.382e+05,8.954e+04,8.084e+02,2.285e+05
101.8,1.271e+05,8.448e+04,8.723e+02,2.124e+05
103.5,1.276e+05,7.950e+04,1.129e+03,2.083e+05
105.1,1.406e+05,6.827e+04,1.391e+03,2.103e+05
106.7,1.677e+05,5.898e+04,1.299e+03,2.280e+05
108.3,2.336e+05,6.269e+04,1.277e+03,2.976e+05
109.9,3.099e+05,6.513e+04,1.400e+03,3.764e+05
111.5,4.421e+05,6.813e+04,1.634e+03,5.119e+05
113.2,6.620e+05,7.047e+04,1.928e+03,7.344e+05
114.8,9.617e+05,7.066e+04,2.489e+03,1.035e+06
116.4,1.344e+06,6.626e+04,3.565e+03,1.414e+06
118.0,1.815e+06,6.199e+04,4.993e+03,1.882e+06
119.6,2.427e+06,5.427e+04,6.377e+03,2.488e+06
121.2,2.295e+06,3.219e+04,6.129e+03,2.333e+06
122.9,2.244e+06,2.229e+04,6.221e+03,2.273e+06
124.5,2.609e+06,1.770e+04,6.949e+03,2.634e+06
126.1,2.948e+06,1.359e+04,7.179e+03,2.968e+06
127.7,3.224e+06,1.120e+04,7.362e+03,3.243e+06
129.3,3.437e+06,1.247e+04,7.856e+03,3.457e+06
130.9,3.509e+06,1.754e+04,8.096e+03,3.535e+06
132.6,2.311e+06,2.203e+04,6.342e+03,2.339e+06
134.2,5.481e+05,2.486e+04,4.033e+03,5.770e+05
135.8,2.785e+05,2.752e+04,4.223e+03,3.102e+05
137.4,2.578e+05,3.636e+04,5.508e+03,2.996e+05
139.0,2.401e+05,4.505e+04,6.586e+03,2.918e+05
140.6,2.057e+05,4.416e+04,6.995e+03,2.569e+05
142.3,1.693e+05,4.193e+04,6.674e+03,2.179e+05
143.9,1.289e+05,3.184e+04,5.044e+03,1.658e+05
145.5,9.312e+04,1.773e+04,2.924e+03,1.138e+05
147.1,6.007e+04,9.594e+03,1.596e+03,7.126e+04
148.7,6.428e+04,6.599e+03,8.375e+02,7.172e+04
150.3,6.907e+04,5.171e+03,5.756e+02,7.482e+04
152.0,6.842e+04,3.872e+03,4.824e+02,7.278e+04
153.6,7.138e+04,2.915e+03,3.895e+02,7.468e+04
155.2,7.567e+04,2.386e+03,3.117e+02,7.837e+04
156.8,7.902e+04,2.728e+03,3.256e+02,8.207e+04
158.4,1.024e+05,4.385e+03,4.136e+02,1.072e+05
160.0,2.042e+05,6.709e+03,5.191e+02,2.114e+05
161.7,2.751e+05,7.178e+03,5.633e+02,2.829e+05
163.3,2.707e+05,8.160e+03,6.645e+02,2.795e+05
164.9,2.558e+05,1.008e+04,8.577e+02,2.667e+05
166.5,2.316e+05,1.208e+04,1.168e+03,2.448e+05
168.1,2.027e+05,1.170e+04,1.208e+03,2.156e+05
169.7,1.881e+05,1.107e+04,1.256e+03,2.004e+05
171.4,1.935e+05,1.180e+04,1.346e+03,2.067e+05
173.0,1.946e+05,1.167e+04,1.317e+03,2.076e+05
174.6,1.938e+05,1.218e+04,1.387e+03,2.074e+05
176.2,1.893e+05,1.355e+04,1.494e+03,2.043e+05
177.8,1.781e+05,1.278e+04,1.513e+03,1.924e+05
179.4,1.656e+05,1.210e+04,1.541e+03,1.793e+05
181.1,1.523e+05,1.312e+04,1.702e+03,1.671e+05
182.7,1.403e+05,1.522e+04,2.057e+03,1.575e+05
184.3,1.388e+05,1.868e+04,2.525e+03,1.600e+05
185.9,1.434e+05,2.118e+04,2.927e+03,1.675e+05
187.5,1.528e+05,2.316e+04,3.370e+03,1.793e+05
189.1,1.642e+05,2.382e+04,3.649e+03,1.916e+05
190.8,1.972e+05,2.679e+04,4.033e+03,2.280e+05
192.4,2.422e+05,3.217e+04,4.493e+03,2.788e+05
194.0,2.689e+05,3.646e+04,4.914e+03,3.103e+05
195.6,2.842e+05,3.831e+04,5.082e+03,3.276e+05
197.2,2.832e+05,3.862e+04,5.114e+03,3.270e+05
198.8,2.831e+05,4.077e+04,5.513e+03,3.294e+05
