freq,psd_x,psd_y,psd_z,psd_xyz
0.0,1.619e+01,4.616e+02,1.595e+02,6.373e+02
1.6,3.625e+01,2.824e+02,1.888e+02,5.074e+02
3.2,3.384e+01,6.322e+01,1.266e+02,2.236e+02
4.8,3.652e+01,4.350e+02,1.173e+02,5.888e+02
6.4,4.142e+01,1.265e+03,1.255e+02,1.432e+03
8.0,4.951e+01,2.026e+03,1.357e+02,2.211e+03
9.6,5.247e+01,2.875e+03,1.368e+02,3.064e+03
11.2,5.491e+01,3.870e+03,1.250e+02,4.049e+03
12.9,5.720e+01,5.212e+03,1.337e+02,5.403e+03
14.5,6.535e+01,7.155e+03,1.369e+02,7.358e+03
16.1,7.522e+01,9.648e+03,1.400e+02,9.863e+03
17.7,9.537e+01,1.180e+04,1.460e+02,1.204e+04
19.3,1.053e+02,1.402e+04,1.308e+02,1.425e+04
20.9,1.104e+02,1.713e+04,1.105e+02,1.735e+04
22.5,1.069e+02,2.039e+04,1.257e+02,2.062e+04
24.1,9.680e+01,2.234e+04,1.534e+02,2.259e+04
25.7,8.987e+01,2.341e+04,1.587e+02,2.366e+04
27.3,1.016e+02,2.641e+04,1.441e+02,2.665e+04
28.9,1.237e+02,2.999e+04,1.353e+02,3.025e+04
30.5,1.424e+02,3.582e+04,1.260e+02,3.609e+04
32.1,1.420e+02,4.270e+04,1.471e+02,4.299e+04
33.7,1.268e+02,4.896e+04,2.075e+02,4.929e+04
35.4,1.269e+02,5.888e+04,3.645e+02,5.937e+04
37.0,1.560e+02,7.566e+04,7.212e+02,7.654e+04
38.6,1.784e+02,9.743e+04,1.561e+03,9.916e+04
40.2,2.005e+02,1.273e+05,3.064e+03,1.306e+05
41.8,2.127e+02,1.550e+05,5.844e+03,1.611e+05
43.4,2.505e+02,2.268e+05,1.479e+04,2.419e+05
45.0,3.587e+02,4.631e+05,5.446e+04,5.179e+05
46.6,8.879e+02,8.439e+05,1.753e+05,1.020e+06
48.2,1.553e+03,7.657e+05,2.679e+05,1.035e+06
49.8,2.196e+03,3.867e+05,2.485e+05,6.374e+05
51.4,2.598e+03,1.497e+05,2.073e+05,3.596e+05
53.0,2.386e+03,4.928e+04,1.808e+05,2.324e+05
54.6,2.578e+03,2.162e+04,1.838e+05,2.080e+05
56.2,3.161e+03,3.325e+04,2.046e+05,2.410e+05
57.9,4.402e+03,7.888e+04,2.436e+05,3.269e+05
59.5,5.976e+03,1.587e+05,2.907e+05,4.554e+05
61.1,6.630e+03,2.443e+05,3.088e+05,5.597e+05
62.7,6.874e+03,3.256e+05,3.089e+05,6.414e+05
64.3,8.377e+03,4.485e+05,3.344e+05,7.913e+05
65.9,1.203e+04,6.371e+05,3.861e+05,1.035e+06
67.5,1.701e+04,8.467e+05,4.267e+05,1.290e+06
69.1,2.032e+04,1.016e+06,4.355e+05,1.471e+06
70.7,2.211e+04,1.099e+06,4.052e+05,1.526e+06
72.3,2.148e+04,1.090e+06,3.635e+05,1.475e+06
73.9,1.427e+04,9.551e+05,2.989e+05,1.268e+06
75.5,6.888e+03,7.998e+05,2.367e+05,1.043e+06
77.1,4.145e+03,7.161e+05,2.040e+05,9.243e+05
78.7,3.042e+03,6.298e+05,1.704e+05,8.032e+05
80.3,2.188e+03,5.696e+05,1.418e+05,7.136e+05
82.0,1.718e+03,5.315e+05,1.182e+05,6.514e+05
83.6,1.852e+03,5.087e+05,1.008e+05,6.114e+05
85.2,2.072e+03,4.965e+05,8.843e+04,5.870e+05
86.8,2.077e+03,4.840e+05,7.788e+04,5.640e+05
88.4,1.859e+03,4.681e+05,6.700e+04,5.370e+05
90.0,1.494e+03,4.508e+05,5.436e+04,5.067e+05
91.6,1.079e+03,4.404e+05,4.510e+04,4.866e+05
93.2,1.338e+03,4.305e+05,4.360e+04,4.754e+05
94.8,2.120e+03,4.117e+05,4.388e+04,4.577e+05
96.4,1.975e+03,3.937e+05,4.183e+04,4.375e+05
98.0,1.713e+03,3.773e+05,3.933e+04,4.184e+05
99.6,1.887e+03,3.611e+05,3.694e+04,4.000e+05
101.2,2.302e+03,3.501e+05,3.461e+04,3.870e+05
102.8,2.782e+03,3.409e+05,3.249e+04,3.762e+05
104.5,3.007e+03,3.264e+05,2.986e+04,3.593e+05
106.1,3.066e+03,3.059e+05,2.708e+04,3.361e+05
107.7,2.949e+03,2.775e+05,2.381e+04,3.043e+05
109.3,2.941e+03,2.438e+05,2.013e+04,2.669e+05
110.9,2.910e+03,2.141e+05,1.683e+04,2.338e+05
112.5,2.912e+03,1.913e+05,1.402e+04,2.083e+05
114.1,3.127e+03,1.701e+05,1.154e+04,1.848e+05
115.7,3.398e+03,1.514e+05,9.353e+03,1.641e+05
117.3,3.420e+03,1.421e+05,7.538e+03,1.530e+05
118.9,3.148e+03,1.407e+05,6.825e+03,1.507e+05
120.5,2.963e+03,1.239e+05,6.215e+03,1.331e+05
122.1,3.260e+03,9.996e+04,5.462e+03,1.087e+05
123.7,4.028e+03,1.153e+05,6.504e+03,1.258e+05
125.3,4.812e+03,1.401e+05,7.913e+03,1.528e+05
127.0,5.571e+03,1.572e+05,9.200e+03,1.720e+05
128.6,6.874e+03,1.609e+05,1.061e+04,1.784e+05
130.2,9.347e+03,1.597e+05,1.257e+04,1.816e+05
131.8,1.187e+04,1.495e+05,1.356e+04,1.749e+05
133.4,7.955e+03,7.102e+04,6.734e+03,8.571e+04
135.0,6.247e+03,2.040e+04,1.981e+03,2.863e+04
136.6,8.657e+03,1.589e+04,1.655e+03,2.620e+04
138.2,1.014e+04,1.214e+04,1.444e+03,2.373e+04
139.8,1.288e+04,8.977e+03,1.406e+03,2.326e+04
141.4,1.774e+04,6.406e+03,1.227e+03,2.538e+04
143.0,1.984e+04,4.393e+03,9.422e+02,2.517e+04
144.6,1.918e+04,3.673e+03,7.558e+02,2.361e+04
146.2,1.699e+04,3.703e+03,6.824e+02,2.138e+04
147.8,1.327e+04,3.688e+03,6.405e+02,1.760e+04
149.4,1.032e+04,3.796e+03,5.902e+02,1.471e+04
151.1,1.054e+04,3.952e+03,5.512e+02,1.504e+04
152.7,1.180e+04,4.213e+03,5.558e+02,1.657e+04
154.3,1.238e+04,5.025e+03,6.523e+02,1.806e+04
155.9,1.237e+04,6.285e+03,7.807e+02,1.944e+04
157.5,1.143e+04,8.520e+03,1.041e+03,2.099e+04
159.1,1.004e+04,1.472e+04,1.524e+03,2.629e+04
160.7,9.039e+03,2.497e+04,2.328e+03,3.634e+04
162.3,1.143e+04,2.596e+04,2.383e+03,3.978e+04
163.9,1.174e+04,2.529e+04,2.236e+03,3.927e+04
165.5,1.212e+04,2.970e+04,2.459e+03,4.428e+04
167.1,1.343e+04,2.689e+04,2.168e+03,4.248e+04
168.7,1.284e+04,2.303e+04,1.893e+03,3.777e+04
170.3,1.216e+04,2.136e+04,1.784e+03,3.531e+04
171.9,1.206e+04,2.009e+04,1.682e+03,3.383e+04
173.6,1.099e+04,1.814e+04,1.610e+03,3.074e+04
175.2,9.807e+03,1.757e+04,1.586e+03,2.896e+04
176.8,8.616e+03,2.034e+04,1.948e+03,3.091e+04
178.4,7.324e+03,2.077e+04,2.061e+03,3.015e+04
180.0,6.074e+03,1.855e+04,1.897e+03,2.652e+04
181.6,5.316e+03,1.784e+04,1.938e+03,2.510e+04
183.2,5.180e+03,1.955e+04,2.156e+03,2.688e+04
184.8,4.593e+03,1.886e+04,2.110e+03,2.556e+04
186.4,4.090e+03,1.704e+04,1.894e+03,2.303e+04
188.0,3.407e+03,1.616e+04,1.686e+03,2.126e+04
189.6,2.753e+03,1.679e+04,1.739e+03,2.128e+04
191.2,2.497e+03,2.350e+04,2.273e+03,2.827e+04
192.8,2.190e+03,3.604e+04,3.423e+03,4.165e+04
194.4,2.086e+03,4.842e+04,4.697e+03,5.521e+04
196.1,2.171e+03,6.064e+04,6.094e+03,6.891e+04
197.7,2.653e+03,6.678e+04,6.968e+03,7.640e+04
199.3,3.866e+03,8.025e+04,8.238e+03,9.235e+04
