freq,psd_x,psd_y,psd_z,psd_xyz
0.0,5.015e+02,4.954e+01,5.807e+01,6.091e+02
1.6,3.237e+02,6.559e+01,1.208e+02,5.101e+02
3.2,9.773e+01,5.191e+01,1.191e+02,2.687e+02
4.9,4.564e+02,5.169e+01,1.208e+02,6.289e+02
6.5,1.202e+03,5.293e+01,1.281e+02,1.383e+03
8.1,1.866e+03,4.406e+01,1.341e+02,2.044e+03
9.7,2.614e+03,5.031e+01,1.238e+02,2.788e+03
11.3,3.458e+03,4.963e+01,1.137e+02,3.621e+03
12.9,4.370e+03,5.182e+01,1.153e+02,4.538e+03
14.6,5.526e+03,5.593e+01,1.205e+02,5.702e+03
16.2,6.861e+03,5.198e+01,1.279e+02,7.041e+03
17.8,8.380e+03,5.280e+01,1.214e+02,8.555e+03
19.4,1.032e+04,5.596e+01,1.172e+02,1.049e+04
21.0,1.267e+04,6.050e+01,1.214e+02,1.286e+04
22.6,1.462e+04,7.267e+01,1.312e+02,1.482e+04
24.3,1.595e+04,8.311e+01,1.417e+02,1.618e+04
25.9,1.780e+04,9.126e+01,1.365e+02,1.803e+04
27.5,2.037e+04,8.598e+01,1.319e+02,2.059e+04
29.1,2.317e+04,6.461e+01,1.314e+02,2.337e+04
30.7,2.814e+04,6.746e+01,1.225e+02,2.833e+04
32.4,3.333e+04,7.134e+01,1.268e+02,3.353e+04
34.0,3.706e+04,7.985e+01,1.412e+02,3.728e+04
35.6,4.273e+04,8.928e+01,1.350e+02,4.295e+04
37.2,5.146e+04,9.783e+01,1.266e+02,5.169e+04
38.8,6.040e+04,1.264e+02,1.466e+02,6.067e+04
40.4,6.561e+04,2.289e+02,1.963e+02,6.603e+04
42.1,6.966e+04,4.198e+02,2.539e+02,7.033e+04
43.7,7.923e+04,6.656e+02,3.708e+02,8.026e+04
45.3,9.140e+04,9.057e+02,6.745e+02,9.298e+04
46.9,1.062e+05,1.157e+03,1.188e+03,1.085e+05
48.5,1.250e+05,1.613e+03,1.888e+03,1.285e+05
50.1,1.482e+05,2.221e+03,2.894e+03,1.533e+05
51.8,1.693e+05,2.881e+03,4.092e+03,1.763e+05
53.4,1.784e+05,3.582e+03,5.101e+03,1.871e+05
55.0,2.063e+05,4.859e+03,5.841e+03,2.170e+05
56.6,2.746e+05,6.687e+03,6.637e+03,2.879e+05
58.2,3.971e+05,9.693e+03,9.044e+03,4.158e+05
59.9,5.786e+05,1.636e+04,1.404e+04,6.090e+05
61.5,7.355e+05,2.429e+04,2.215e+04,7.820e+05
63.1,6.688e+05,2.624e+04,2.570e+04,7.207e+05
64.7,4.294e+05,2.030e+04,2.040e+04,4.701e+05
66.3,2.187e+05,1.449e+04,1.577e+04,2.490e+05
67.9,1.096e+05,1.110e+04,1.200e+04,1.327e+05
69.6,1.013e+05,1.196e+04,1.225e+04,1.255e+05
71.2,8.341e+04,1.147e+04,1.177e+04,1.066e+05
72.8,4.880e+04,9.298e+03,8.769e+03,6.687e+04
74.4,4.332e+04,1.066e+04,6.495e+03,6.048e+04
76.0,6.542e+04,1.621e+04,9.400e+03,9.103e+04
77.6,1.065e+05,2.883e+04,2.196e+04,1.573e+05
79.3,1.718e+05,5.234e+04,5.749e+04,2.816e+05
80.9,2.549e+05,7.449e+04,1.124e+05,4.419e+05
82.5,3.827e+05,1.048e+05,1.792e+05,6.666e+05
84.1,5.381e+05,1.358e+05,2.271e+05,9.011e+05
85.7,6.948e+05,1.636e+05,2.514e+05,1.110e+06
87.4,8.974e+05,1.899e+05,2.804e+05,1.368e+06
89.0,1.177e+06,2.097e+05,2.975e+05,1.685e+06
90.6,1.451e+06,2.225e+05,2.812e+05,1.955e+06
92.2,1.555e+06,2.347e+05,2.587e+05,2.049e+06
93.8,1.583e+06,2.053e+05,2.596e+05,2.048e+06
95.4,1.667e+06,1.596e+05,2.574e+05,2.084e+06
97.1,1.660e+06,1.216e+05,2.306e+05,2.012e+06
98.7,1.514e+06,9.410e+04,1.856e+05,1.794e+06
100.3,1.362e+06,8.110e+04,1.472e+05,1.590e+06
101.9,1.236e+06,7.709e+04,1.201e+05,1.433e+06
103.5,1.151e+06,7.876e+04,1.011e+05,1.331e+06
105.1,1.052e+06,8.474e+04,8.478e+04,1.222e+06
106.8,9.117e+05,8.997e+04,6.978e+04,1.071e+06
108.4,7.575e+05,9.300e+04,5.608e+04,9.066e+05
110.0,6.264e+05,9.787e+04,4.435e+04,7.686e+05
111.6,5.158e+05,1.038e+05,3.515e+04,6.547e+05
113.2,4.314e+05,1.052e+05,2.849e+04,5.651e+05
114.9,3.905e+05,1.132e+05,2.466e+04,5.284e+05
116.5,3.996e+05,1.440e+05,2.018e+04,5.638e+05
118.1,4.243e+05,1.545e+05,1.506e+04,5.939e+05
119.7,4.389e+05,1.455e+05,1.048e+04,5.948e+05
121.3,3.441e+05,1.032e+05,5.336e+03,4.526e+05
122.9,3.547e+05,8.107e+04,3.380e+03,4.391e+05
124.6,4.424e+05,9.353e+04,3.444e+03,5.393e+05
126.2,5.845e+05,1.159e+05,2.417e+03,7.028e+05
127.8,7.923e+05,1.289e+05,1.963e+03,9.232e+05
129.4,1.047e+06,1.376e+05,1.762e+03,1.186e+06
131.0,1.303e+06,1.411e+05,1.492e+03,1.445e+06
132.6,1.020e+06,1.003e+05,9.277e+02,1.121e+06
134.3,2.150e+05,2.157e+04,3.127e+02,2.369e+05
135.9,6.990e+04,6.927e+03,1.840e+02,7.701e+04
137.5,6.647e+04,5.890e+03,1.619e+02,7.253e+04
139.1,6.351e+04,5.364e+03,1.723e+02,6.905e+04
140.7,6.268e+04,4.965e+03,1.863e+02,6.783e+04
142.4,5.926e+04,4.853e+03,2.143e+02,6.433e+04
144.0,5.310e+04,4.921e+03,2.289e+02,5.825e+04
145.6,4.581e+04,3.657e+03,2.279e+02,4.970e+04
147.2,4.408e+04,2.949e+03,3.086e+02,4.733e+04
148.8,4.732e+04,3.056e+03,4.026e+02,5.078e+04
150.4,4.948e+04,3.492e+03,4.805e+02,5.345e+04
152.1,5.217e+04,4.160e+03,5.633e+02,5.689e+04
153.7,5.808e+04,5.422e+03,7.232e+02,6.422e+04
155.3,6.698e+04,7.522e+03,9.774e+02,7.548e+04
156.9,7.320e+04,9.759e+03,1.233e+03,8.419e+04
158.5,8.727e+04,1.276e+04,1.503e+03,1.015e+05
160.1,1.292e+05,1.729e+04,1.848e+03,1.484e+05
161.8,1.599e+05,1.882e+04,1.813e+03,1.805e+05
163.4,1.614e+05,1.947e+04,1.702e+03,1.826e+05
165.0,1.590e+05,1.963e+04,1.798e+03,1.804e+05
166.6,1.617e+05,2.043e+04,2.153e+03,1.843e+05
168.2,1.719e+05,2.345e+04,2.773e+03,1.981e+05
169.9,1.842e+05,2.823e+04,3.451e+03,2.158e+05
171.5,2.003e+05,3.374e+04,4.234e+03,2.383e+05
173.1,2.099e+05,4.147e+04,5.283e+03,2.566e+05
174.7,2.143e+05,4.608e+04,6.018e+03,2.664e+05
176.3,2.350e+05,5.460e+04,7.185e+03,2.968e+05
177.9,2.558e+05,6.158e+04,8.267e+03,3.257e+05
179.6,2.733e+05,6.771e+04,9.195e+03,3.502e+05
181.2,2.930e+05,7.942e+04,1.097e+04,3.834e+05
182.8,3.099e+05,8.254e+04,1.179e+04,4.042e+05
184.4,3.170e+05,7.880e+04,1.145e+04,4.073e+05
186.0,2.898e+05,7.531e+04,1.086e+04,3.760e+05
187.6,2.577e+05,6.693e+04,9.723e+03,3.343e+05
189.3,2.453e+05,6.103e+04,9.023e+03,3.154e+05
190.9,2.565e+05,6.121e+04,9.078e+03,3.267e+05
192.5,2.777e+05,6.498e+04,9.820e+03,3.525e+05
194.1,2.940e+05,6.529e+04,1.012e+04,3.694e+05
195.7,3.125e+05,6.591e+04,1.032e+04,3.887e+05
197.4,3.337e+05,6.732e+04,1.061e+04,4.116e+05
199.0,3.499e+05,6.932e+04,1.120e+04,4.304e+05
