freq,psd_x,psd_y,psd_z,psd_xyz
165.2,1.482e+05,1.136e+04,2.542e+04,1.850e+05
166.7,1.424e+05,1.094e+04,2.430e+04,1.777e+05
168.3,1.356e+05,1.021e+04,2.337e+04,1.692e+05
169.8,1.366e+05,1.088e+04,2.099e+04,1.685e+05
171.3,1.431e+05,1.271e+04,2.250e+04,1.783e+05
172.8,1.413e+05,1.293e+04,2.402e+04,1.783e+05
174.3,1.359e+05,1.299e+04,2.481e+04,1.737e+05
175.8,1.309e+05,1.338e+04,2.633e+04,1.706e+05
177.3,1.242e+05,1.353e+04,2.769e+04,1.655e+05
178.9,1.166e+05,1.334e+04,2.834e+04,1.583e+05
180.4,1.139e+05,1.356e+04,2.896e+04,1.565e+05
181.9,1.125e+05,1.386e+04,2.903e+04,1.554e+05
183.4,1.127e+05,1.399e+04,2.842e+04,1.551e+05
184.9,1.107e+05,1.320e+04,2.616e+04,1.500e+05
186.4,1.084e+05,1.192e+04,2.361e+04,1.439e+05
188.0,1.048e+05,1.016e+04,2.053e+04,1.355e+05
189.5,1.017e+05,8.668e+03,1.823e+04,1.286e+05
191.0,1.076e+05,7.897e+03,1.761e+04,1.331e+05
192.5,1.304e+05,8.169e+03,1.820e+04,1.568e+05
194.0,1.393e+05,7.837e+03,1.704e+04,1.641e+05
195.5,1.360e+05,6.662e+03,1.484e+04,1.575e+05
197.1,1.324e+05,5.133e+03,1.237e+04,1.499e+05
198.6,1.269e+05,3.801e+03,9.903e+03,1.406e+05
