freq,psd_x,psd_y,psd_z,psd_xyz
0.0,2.337e+02,9.202e+00,2.897e+01,2.719e+02
1.5,1.434e+02,2.094e+01,3.310e+01,1.974e+02
3.0,1.826e+01,2.191e+01,2.120e+01,6.137e+01
4.6,2.693e+02,2.447e+01,2.079e+01,3.146e+02
6.1,1.053e+03,2.459e+01,2.257e+01,1.100e+03
7.6,1.743e+03,2.544e+01,2.420e+01,1.792e+03
9.1,2.455e+03,2.423e+01,2.272e+01,2.502e+03
10.6,3.308e+03,2.167e+01,2.086e+01,3.350e+03
12.1,4.235e+03,2.124e+01,2.088e+01,4.277e+03
13.7,5.362e+03,2.239e+01,2.235e+01,5.407e+03
15.2,6.516e+03,2.553e+01,2.447e+01,6.566e+03
16.7,7.816e+03,2.374e+01,2.529e+01,7.865e+03
18.2,9.390e+03,2.434e+01,2.377e+01,9.438e+03
19.7,1.142e+04,2.661e+01,2.885e+01,1.148e+04
21.2,1.366e+04,2.821e+01,3.954e+01,1.373e+04
22.8,1.595e+04,3.219e+01,6.342e+01,1.605e+04
24.3,1.817e+04,3.507e+01,8.035e+01,1.829e+04
25.8,2.024e+04,3.907e+01,1.084e+02,2.039e+04
27.3,2.185e+04,4.124e+01,1.578e+02,2.205e+04
28.8,2.434e+04,3.678e+01,1.907e+02,2.457e+04
30.3,2.871e+04,3.509e+01,2.563e+02,2.900e+04
31.9,3.312e+04,5.102e+01,4.100e+02,3.358e+04
33.4,3.567e+04,6.690e+01,5.228e+02,3.626e+04
34.9,3.829e+04,9.159e+01,6.367e+02,3.901e+04
36.4,4.327e+04,1.213e+02,8.571e+02,4.425e+04
37.9,5.062e+04,1.974e+02,1.406e+03,5.223e+04
39.4,5.868e+04,4.003e+02,2.530e+03,6.161e+04
41.0,6.215e+04,6.711e+02,3.369e+03,6.619e+04
42.5,6.240e+04,7.469e+02,2.911e+03,6.606e+04
44.0,6.806e+04,5.332e+02,1.864e+03,7.046e+04
45.5,7.524e+04,2.563e+02,9.681e+02,7.647e+04
47.0,8.083e+04,5.100e+02,2.187e+03,8.352e+04
48.5,8.890e+04,1.645e+03,7.167e+03,9.772e+04
50.1,1.012e+05,2.901e+03,1.293e+04,1.170e+05
51.6,1.185e+05,3.530e+03,1.725e+04,1.393e+05
53.1,1.381e+05,3.215e+03,1.931e+04,1.606e+05
54.6,1.604e+05,2.265e+03,1.989e+04,1.826e+05
56.1,1.900e+05,1.409e+03,2.384e+04,2.152e+05
57.6,2.166e+05,6.588e+02,3.448e+04,2.517e+05
59.2,2.381e+05,4.078e+02,5.787e+04,2.963e+05
60.7,2.516e+05,2.094e+03,8.239e+04,3.361e+05
62.2,2.797e+05,6.237e+03,9.208e+04,3.780e+05
63.7,3.487e+05,1.136e+04,9.147e+04,4.515e+05
