freq,psd_x,psd_y,psd_z,psd_xyz
0.0,4.411e+01,3.875e+02,8.997e+01,5.216e+02
1.6,1.493e+02,6.820e+02,1.355e+02,9.668e+02
3.2,1.581e+02,5.375e+02,1.138e+02,8.094e+02
4.9,1.558e+02,8.905e+02,1.187e+02,1.165e+03
6.5,1.540e+02,1.688e+03,1.367e+02,1.979e+03
8.1,1.536e+02,2.394e+03,1.238e+02,2.671e+03
9.7,1.605e+02,3.164e+03,1.328e+02,3.458e+03
11.3,1.636e+02,4.028e+03,1.428e+02,4.334e+03
12.9,1.684e+02,5.278e+03,1.246e+02,5.572e+03
14.6,1.714e+02,6.897e+03,1.275e+02,7.196e+03
16.2,1.661e+02,9.071e+03,1.399e+02,9.377e+03
17.8,1.651e+02,1.072e+04,1.377e+02,1.103e+04
19.4,1.758e+02,1.249e+04,1.306e+02,1.280e+04
21.0,1.838e+02,1.497e+04,1.207e+02,1.528e+04
22.6,1.863e+02,1.657e+04,1.272e+02,1.689e+04
24.3,1.973e+02,1.706e+04,1.571e+02,1.741e+04
25.9,2.196e+02,1.633e+04,1.554e+02,1.671e+04
27.5,2.394e+02,1.635e+04,1.516e+02,1.674e+04
29.1,2.976e+02,1.526e+04,2.101e+02,1.577e+04
30.7,3.485e+02,1.578e+04,2.864e+02,1.642e+04
32.3,3.700e+02,1.657e+04,3.577e+02,1.730e+04
34.0,4.324e+02,1.560e+04,5.133e+02,1.655e+04
35.6,5.226e+02,1.649e+04,8.455e+02,1.786e+04
37.2,6.036e+02,2.023e+04,1.433e+03,2.226e+04
38.8,7.197e+02,2.288e+04,2.232e+03,2.583e+04
40.4,7.935e+02,2.038e+04,3.004e+03,2.417e+04
42.1,7.767e+02,1.509e+04,4.513e+03,2.038e+04
43.7,8.753e+02,1.273e+04,1.090e+04,2.451e+04
45.3,9.849e+02,1.224e+04,2.677e+04,3.999e+04
46.9,1.128e+03,1.827e+04,4.593e+04,6.533e+04
48.5,1.535e+03,3.293e+04,7.918e+04,1.136e+05
50.1,2.220e+03,6.453e+04,1.294e+05,1.962e+05
51.8,2.489e+03,1.056e+05,1.585e+05,2.666e+05
53.4,2.184e+03,1.181e+05,1.410e+05,2.614e+05
55.0,2.335e+03,1.394e+05,1.380e+05,2.797e+05
56.6,2.908e+03,1.814e+05,1.585e+05,3.428e+05
58.2,4.917e+03,2.688e+05,2.050e+05,4.787e+05
59.8,7.632e+03,3.588e+05,2.459e+05,6.124e+05
61.5,9.973e+03,3.879e+05,2.473e+05,6.452e+05
63.1,1.542e+04,4.280e+05,2.549e+05,6.984e+05
64.7,2.267e+04,4.261e+05,2.391e+05,6.879e+05
66.3,2.556e+04,3.439e+05,1.792e+05,5.487e+05
67.9,2.240e+04,2.547e+05,1.191e+05,3.962e+05
69.6,1.648e+04,1.987e+05,7.952e+04,2.948e+05
71.2,1.070e+04,1.739e+05,6.022e+04,2.448e+05
72.8,6.010e+03,1.684e+05,4.916e+04,2.236e+05
74.4,6.596e+03,1.901e+05,4.161e+04,2.383e+05
76.0,4.952e+03,2.172e+05,3.485e+04,2.570e+05
77.6,3.913e+03,2.533e+05,2.787e+04,2.851e+05
79.3,3.215e+03,3.128e+05,2.436e+04,3.404e+05
80.9,2.666e+03,3.766e+05,2.417e+04,4.034e+05
82.5,2.145e+03,4.467e+05,2.779e+04,4.766e+05
84.1,1.860e+03,5.753e+05,3.667e+04,6.138e+05
85.7,2.227e+03,6.861e+05,4.479e+04,7.331e+05
87.3,3.243e+03,7.315e+05,4.764e+04,7.824e+05
89.0,4.093e+03,7.649e+05,4.841e+04,8.174e+05
90.6,5.350e+03,7.921e+05,5.020e+04,8.477e+05
92.2,6.796e+03,8.125e+05,5.225e+04,8.716e+05
93.8,8.165e+03,7.958e+05,5.253e+04,8.564e+05
95.4,9.937e+03,7.322e+05,4.918e+04,7.914e+05
97.0,1.187e+04,6.624e+05,4.482e+04,7.191e+05
98.7,1.475e+04,6.064e+05,4.148e+04,6.626e+05
100.3,1.813e+04,5.420e+05,3.811e+04,5.982e+05
101.9,2.051e+04,4.648e+05,3.433e+04,5.197e+05
103.5,2.133e+04,3.837e+05,3.119e+04,4.362e+05
105.1,2.104e+04,3.391e+05,3.055e+04,3.907e+05
106.8,2.275e+04,3.393e+05,3.175e+04,3.938e+05
108.4,2.725e+04,3.364e+05,3.111e+04,3.947e+05
110.0,2.992e+04,3.104e+05,2.750e+04,3.678e+05
111.6,3.179e+04,2.751e+05,2.390e+04,3.308e+05
113.2,3.174e+04,2.436e+05,2.076e+04,2.961e+05
114.8,3.270e+04,2.002e+05,1.680e+04,2.497e+05
116.5,5.134e+04,1.478e+05,1.311e+04,2.122e+05
118.1,6.871e+04,1.306e+05,1.185e+04,2.112e+05
119.7,7.308e+04,1.188e+05,1.087e+04,2.028e+05
121.3,6.725e+04,8.046e+04,7.414e+03,1.551e+05
122.9,6.587e+04,6.619e+04,5.977e+03,1.380e+05
124.5,6.387e+04,7.124e+04,6.410e+03,1.415e+05
126.2,6.736e+04,7.336e+04,6.660e+03,1.474e+05
127.8,7.681e+04,7.444e+04,7.049e+03,1.583e+05
129.4,9.695e+04,7.705e+04,7.630e+03,1.816e+05
131.0,1.318e+05,8.214e+04,8.384e+03,2.223e+05
132.6,1.227e+05,7.146e+04,7.114e+03,2.013e+05
134.2,4.591e+04,4.030e+04,4.048e+03,9.025e+04
135.9,3.111e+04,3.256e+04,3.566e+03,6.723e+04
137.5,2.990e+04,3.084e+04,3.517e+03,6.426e+04
139.1,2.986e+04,2.969e+04,3.557e+03,6.310e+04
140.7,2.898e+04,2.948e+04,3.691e+03,6.215e+04
142.3,2.960e+04,3.021e+04,3.771e+03,6.358e+04
144.0,3.359e+04,3.196e+04,4.186e+03,6.973e+04
145.6,3.575e+04,3.220e+04,4.422e+03,7.238e+04
147.2,3.336e+04,3.677e+04,5.023e+03,7.515e+04
148.8,3.345e+04,3.883e+04,5.141e+03,7.742e+04
150.4,3.445e+04,4.039e+04,5.248e+03,8.009e+04
152.0,3.323e+04,4.232e+04,5.442e+03,8.099e+04
153.7,2.874e+04,4.736e+04,5.890e+03,8.199e+04
155.3,2.330e+04,5.118e+04,6.224e+03,8.070e+04
156.9,1.692e+04,5.669e+04,6.760e+03,8.037e+04
158.5,1.146e+04,6.532e+04,7.609e+03,8.439e+04
160.1,9.160e+03,7.293e+04,8.126e+03,9.022e+04
161.7,1.043e+04,7.011e+04,7.579e+03,8.812e+04
163.4,1.270e+04,6.996e+04,7.366e+03,9.002e+04
165.0,8.075e+03,7.525e+04,7.658e+03,9.098e+04
166.6,5.532e+03,7.833e+04,7.918e+03,9.178e+04
168.2,5.427e+03,7.450e+04,7.845e+03,8.777e+04
169.8,5.488e+03,6.353e+04,7.230e+03,7.624e+04
171.5,5.826e+03,7.062e+04,8.039e+03,8.448e+04
173.1,6.475e+03,8.455e+04,9.081e+03,1.001e+05
174.7,6.217e+03,8.878e+04,9.063e+03,1.041e+05
176.3,6.626e+03,9.860e+04,9.655e+03,1.149e+05
177.9,6.518e+03,9.360e+04,9.054e+03,1.092e+05
179.5,6.378e+03,8.024e+04,7.642e+03,9.426e+04
181.2,7.522e+03,6.457e+04,6.448e+03,7.854e+04
182.8,8.329e+03,6.710e+04,6.486e+03,8.192e+04
184.4,9.204e+03,7.365e+04,6.675e+03,8.953e+04
186.0,9.909e+03,8.033e+04,6.848e+03,9.709e+04
187.6,1.052e+04,8.671e+04,7.150e+03,1.044e+05
189.2,1.126e+04,9.241e+04,7.628e+03,1.113e+05
190.9,1.203e+04,1.044e+05,8.441e+03,1.249e+05
192.5,1.456e+04,1.301e+05,1.008e+04,1.547e+05
194.1,1.738e+04,1.454e+05,1.101e+04,1.738e+05
195.7,1.946e+04,1.477e+05,1.113e+04,1.783e+05
197.3,1.913e+04,1.367e+05,1.030e+04,1.661e+05
198.9,1.722e+04,1.298e+05,9.610e+03,1.567e+05
