freq,psd_x,psd_y,psd_z,psd_xyz
0.0,3.023e+01,4.442e+02,9.820e+01,5.726e+02
1.6,8.185e+01,8.094e+02,1.411e+02,1.032e+03
3.2,9.154e+01,8.651e+02,1.217e+02,1.078e+03
4.9,9.718e+01,1.265e+03,1.280e+02,1.490e+03
6.5,9.885e+01,1.933e+03,1.300e+02,2.162e+03
8.1,1.000e+02,2.661e+03,1.360e+02,2.897e+03
9.7,9.168e+01,3.383e+03,1.237e+02,3.598e+03
11.3,9.269e+01,4.147e+03,1.197e+02,4.359e+03
12.9,1.009e+02,5.218e+03,1.241e+02,5.443e+03
14.6,1.115e+02,6.906e+03,1.315e+02,7.149e+03
16.2,1.058e+02,8.518e+03,1.441e+02,8.768e+03
17.8,1.060e+02,9.803e+03,1.423e+02,1.005e+04
19.4,1.127e+02,1.171e+04,1.394e+02,1.196e+04
21.0,1.138e+02,1.309e+04,1.311e+02,1.333e+04
22.6,1.178e+02,1.336e+04,1.242e+02,1.360e+04
24.3,1.141e+02,1.245e+04,1.284e+02,1.269e+04
25.9,1.115e+02,1.139e+04,1.304e+02,1.163e+04
27.5,1.154e+02,1.053e+04,1.484e+02,1.079e+04
29.1,1.230e+02,9.327e+03,2.187e+02,9.668e+03
30.7,1.426e+02,9.137e+03,3.328e+02,9.612e+03
32.4,1.584e+02,9.599e+03,4.066e+02,1.016e+04
34.0,1.585e+02,9.337e+03,5.618e+02,1.006e+04
35.6,1.943e+02,1.028e+04,7.789e+02,1.125e+04
37.2,2.382e+02,1.218e+04,1.082e+03,1.350e+04
38.8,2.604e+02,1.326e+04,1.809e+03,1.533e+04
40.4,2.898e+02,1.234e+04,3.274e+03,1.590e+04
42.1,4.127e+02,9.885e+03,6.057e+03,1.635e+04
43.7,6.360e+02,7.819e+03,1.535e+04,2.380e+04
45.3,9.775e+02,1.071e+04,3.894e+04,5.063e+04
46.9,1.225e+03,2.731e+04,6.992e+04,9.845e+04
48.5,1.555e+03,5.758e+04,1.121e+05,1.712e+05
50.2,2.146e+03,1.082e+05,1.704e+05,2.807e+05
51.8,2.504e+03,1.642e+05,2.057e+05,3.723e+05
53.4,2.363e+03,2.009e+05,2.052e+05,4.085e+05
55.0,2.173e+03,2.669e+05,2.363e+05,5.054e+05
56.6,1.750e+03,3.718e+05,2.975e+05,6.710e+05
58.2,1.142e+03,4.630e+05,3.367e+05,8.008e+05
59.9,1.463e+03,4.875e+05,3.085e+05,7.975e+05
61.5,2.959e+03,4.552e+05,2.367e+05,6.948e+05
63.1,5.604e+03,3.971e+05,1.702e+05,5.728e+05
64.7,8.566e+03,3.143e+05,1.098e+05,4.327e+05
66.3,1.138e+04,2.603e+05,7.180e+04,3.435e+05
67.9,1.307e+04,2.367e+05,5.163e+04,3.014e+05
69.6,1.437e+04,2.334e+05,4.048e+04,2.882e+05
71.2,1.504e+04,2.449e+05,3.648e+04,2.964e+05
72.8,1.454e+04,2.597e+05,3.291e+04,3.072e+05
74.4,1.420e+04,3.234e+05,3.318e+04,3.708e+05
76.0,1.242e+04,4.027e+05,3.329e+04,4.484e+05
77.7,9.762e+03,4.745e+05,3.112e+04,5.154e+05
79.3,6.454e+03,5.825e+05,3.113e+04,6.201e+05
80.9,3.795e+03,6.852e+05,3.401e+04,7.230e+05
82.5,2.626e+03,6.772e+05,3.315e+04,7.130e+05
84.1,2.749e+03,6.398e+05,2.969e+04,6.723e+05
85.7,3.072e+03,6.435e+05,2.911e+04,6.756e+05
