freq,psd_x,psd_y,psd_z,psd_xyz
0.0,6.341e+02,2.866e+02,3.145e+01,9.521e+02
1.6,5.530e+02,8.613e+02,1.232e+02,1.537e+03
3.2,3.205e+02,1.053e+03,1.424e+02,1.516e+03
4.9,6.880e+02,1.294e+03,1.396e+02,2.122e+03
6.5,1.418e+03,1.200e+03,1.315e+02,2.749e+03
8.1,2.011e+03,1.098e+03,1.396e+02,3.248e+03
9.7,2.770e+03,1.083e+03,1.426e+02,3.996e+03
11.3,3.749e+03,1.185e+03,1.279e+02,5.062e+03
12.9,4.763e+03,1.237e+03,1.240e+02,6.124e+03
14.6,5.897e+03,1.081e+03,1.318e+02,7.110e+03
16.2,7.331e+03,1.090e+03,1.258e+02,8.547e+03
17.8,9.030e+03,1.102e+03,1.276e+02,1.026e+04
19.4,1.093e+04,1.141e+03,1.365e+02,1.221e+04
21.0,1.327e+04,1.168e+03,1.308e+02,1.457e+04
22.6,1.517e+04,1.216e+03,1.240e+02,1.651e+04
24.3,1.650e+04,1.143e+03,1.303e+02,1.777e+04
25.9,1.834e+04,9.901e+02,1.405e+02,1.947e+04
27.5,2.038e+04,1.038e+03,1.333e+02,2.155e+04
29.1,2.306e+04,1.190e+03,1.408e+02,2.439e+04
30.7,2.794e+04,1.173e+03,1.365e+02,2.924e+04
32.3,3.235e+04,1.026e+03,1.345e+02,3.351e+04
34.0,3.456e+04,9.116e+02,1.410e+02,3.562e+04
35.6,3.873e+04,9.814e+02,1.736e+02,3.988e+04
37.2,4.571e+04,1.145e+03,2.192e+02,4.707e+04
38.8,5.231e+04,1.284e+03,2.649e+02,5.386e+04
40.4,5.923e+04,1.482e+03,2.983e+02,6.101e+04
42.0,6.756e+04,1.515e+03,2.916e+02,6.937e+04
43.7,7.770e+04,1.773e+03,3.453e+02,7.982e+04
45.3,8.541e+04,2.071e+03,5.915e+02,8.807e+04
46.9,9.514e+04,2.626e+03,1.921e+03,9.969e+04
48.5,1.100e+05,3.715e+03,4.500e+03,1.182e+05
50.1,1.271e+05,4.674e+03,7.240e+03,1.390e+05
51.7,1.432e+05,5.320e+03,9.669e+03,1.582e+05
53.4,1.537e+05,4.980e+03,1.028e+04,1.689e+05
55.0,1.828e+05,3.748e+03,8.715e+03,1.953e+05
56.6,2.432e+05,2.494e+03,6.041e+03,2.518e+05
58.2,3.254e+05,2.325e+03,9.171e+03,3.369e+05
59.8,4.546e+05,4.882e+03,2.541e+04,4.849e+05
61.4,6.622e+05,5.334e+03,3.239e+04,7.000e+05
63.1,8.470e+05,2.342e+03,1.730e+04,8.666e+05
64.7,7.958e+05,1.955e+03,1.472e+04,8.125e+05
66.3,5.689e+05,1.918e+03,1.518e+04,5.860e+05
67.9,3.554e+05,2.846e+03,1.291e+04,3.712e+05
69.5,2.130e+05,5.575e+03,9.710e+03,2.283e+05
71.1,1.213e+05,9.768e+03,7.927e+03,1.390e+05
72.8,6.502e+04,9.599e+03,1.028e+04,8.490e+04
74.4,6.657e+04,5.824e+03,1.159e+04,8.399e+04
76.0,4.117e+04,8.078e+03,6.481e+03,5.573e+04
77.6,2.675e+04,1.242e+04,4.057e+03,4.322e+04
79.2,4.016e+04,1.902e+04,3.793e+03,6.297e+04
