freq,psd_x,psd_y,psd_z,psd_xyz
0.0,1.869e+01,7.379e+02,1.427e+02,8.993e+02
1.6,3.269e+01,4.266e+02,1.195e+02,5.788e+02
3.1,2.843e+01,3.914e+01,5.488e+01,1.224e+02
4.7,2.909e+01,3.583e+02,5.623e+01,4.436e+02
6.3,2.857e+01,1.192e+03,5.756e+01,1.278e+03
7.8,2.955e+01,1.902e+03,6.576e+01,1.998e+03
9.4,3.041e+01,2.607e+03,6.985e+01,2.707e+03
10.9,3.040e+01,3.229e+03,7.418e+01,3.334e+03
12.5,4.310e+01,3.879e+03,8.542e+01,4.008e+03
14.1,7.792e+01,4.962e+03,1.106e+02,5.150e+03
15.6,7.060e+01,6.162e+03,1.008e+02,6.334e+03
17.2,5.188e+01,6.701e+03,7.666e+01,6.830e+03
18.8,5.619e+01,7.836e+03,6.392e+01,7.956e+03
20.3,6.846e+01,8.603e+03,6.018e+01,8.732e+03
21.9,7.968e+01,8.402e+03,5.890e+01,8.540e+03
23.5,8.525e+01,8.407e+03,6.281e+01,8.555e+03
25.0,9.732e+01,7.640e+03,8.293e+01,7.820e+03
26.6,1.260e+02,6.643e+03,1.620e+02,6.931e+03
28.2,2.092e+02,7.157e+03,2.324e+02,7.598e+03
29.7,2.912e+02,8.559e+03,2.041e+02,9.054e+03
31.3,3.157e+02,9.673e+03,2.315e+02,1.022e+04
32.8,3.550e+02,1.097e+04,3.205e+02,1.165e+04
34.4,3.932e+02,1.213e+04,3.989e+02,1.292e+04
36.0,4.487e+02,1.309e+04,7.037e+02,1.424e+04
37.5,5.143e+02,1.333e+04,1.702e+03,1.555e+04
39.1,6.314e+02,1.238e+04,4.835e+03,1.784e+04
40.7,7.042e+02,1.147e+04,1.028e+04,2.245e+04
42.2,7.756e+02,1.493e+04,1.715e+04,3.286e+04
43.8,8.389e+02,2.695e+04,3.849e+04,6.628e+04
45.4,1.185e+03,7.239e+04,8.719e+04,1.608e+05
46.9,1.677e+03,1.579e+05,1.474e+05,3.069e+05
48.5,1.881e+03,3.035e+05,2.350e+05,5.404e+05
50.0,1.762e+03,4.466e+05,2.853e+05,7.336e+05
51.6,2.029e+03,5.278e+05,2.826e+05,8.124e+05
53.2,2.812e+03,5.656e+05,2.686e+05,8.370e+05
54.7,3.805e+03,7.156e+05,3.174e+05,1.037e+06
56.3,5.098e+03,9.908e+05,4.351e+05,1.431e+06
57.9,6.074e+03,1.149e+06,5.367e+05,1.692e+06
59.4,6.162e+03,1.045e+06,5.211e+05,1.572e+06
61.0,6.278e+03,8.303e+05,3.501e+05,1.187e+06
62.6,8.522e+03,7.996e+05,1.737e+05,9.817e+05
64.1,1.165e+04,8.762e+05,6.966e+04,9.575e+05
65.7,1.215e+04,1.013e+06,3.332e+04,1.059e+06
67.2,1.563e+04,1.740e+06,6.395e+04,1.820e+06
68.8,2.227e+04,2.812e+06,1.336e+05,2.968e+06
70.4,3.005e+04,3.570e+06,1.893e+05,3.789e+06
71.9,3.546e+04,3.654e+06,1.941e+05,3.884e+06
73.5,3.188e+04,2.904e+06,1.496e+05,3.086e+06
75.1,2.298e+04,1.999e+06,9.806e+04,2.120e+06
76.6,2.046e+04,1.663e+06,8.171e+04,1.765e+06
78.2,1.802e+04,1.473e+06,7.360e+04,1.565e+06
79.8,1.367e+04,1.290e+06,6.398e+04,1.368e+06
81.3,9.331e+03,1.092e+06,5.447e+04,1.155e+06
82.9,5.856e+03,9.178e+05,4.581e+04,9.695e+05
84.5,3.357e+03,7.735e+05,3.751e+04,8.144e+05
86.0,1.972e+03,6.303e+05,2.956e+04,6.619e+05
87.6,1.444e+03,4.941e+05,2.278e+04,5.183e+05
89.1,1.138e+03,4.038e+05,1.859e+04,4.236e+05
90.7,8.767e+02,3.509e+05,1.631e+04,3.681e+05
92.3,8.531e+02,3.153e+05,1.523e+04,3.313e+05
93.8,9.304e+02,2.976e+05,1.514e+04,3.136e+05
95.4,8.714e+02,2.796e+05,1.468e+04,2.951e+05
97.0,7.648e+02,2.597e+05,1.426e+04,2.747e+05
98.5,7.231e+02,2.630e+05,1.551e+04,2.793e+05
100.1,7.494e+02,2.580e+05,1.605e+04,2.748e+05
101.7,8.047e+02,2.411e+05,1.579e+04,2.577e+05
103.2,7.595e+02,2.264e+05,1.543e+04,2.426e+05
104.8,8.053e+02,2.140e+05,1.481e+04,2.296e+05
106.3,9.630e+02,1.992e+05,1.362e+04,2.138e+05
107.9,1.053e+03,1.936e+05,1.288e+04,2.075e+05
109.5,1.133e+03,2.268e+05,1.503e+04,2.430e+05
111.0,1.261e+03,2.710e+05,1.824e+04,2.905e+05
112.6,1.506e+03,2.735e+05,1.854e+04,2.935e+05
114.2,2.093e+03,2.985e+05,2.055e+04,3.212e+05
115.7,3.209e+03,3.538e+05,2.489e+04,3.819e+05
117.3,4.798e+03,4.018e+05,2.905e+04,4.356e+05
118.9,7.710e+03,4.399e+05,3.243e+04,4.800e+05
120.4,9.686e+03,3.794e+05,2.796e+04,4.170e+05
122.0,1.001e+04,2.506e+05,1.846e+04,2.791e+05
123.5,1.479e+04,2.511e+05,1.884e+04,2.848e+05
125.1,2.251e+04,2.662e+05,2.016e+04,3.088e+05
126.7,2.995e+04,2.596e+05,1.963e+04,3.091e+05
128.2,3.749e+04,2.627e+05,1.998e+04,3.201e+05
129.8,4.192e+04,2.600e+05,1.952e+04,3.214e+05
131.4,5.263e+04,2.533e+05,1.926e+04,3.252e+05
132.9,4.123e+04,1.531e+05,1.190e+04,2.062e+05
134.5,2.092e+04,4.049e+04,3.305e+03,6.471e+04
136.1,1.663e+04,2.619e+04,2.346e+03,4.516e+04
137.6,2.343e+04,2.736e+04,2.570e+03,5.336e+04
139.2,3.149e+04,2.717e+04,2.597e+03,6.126e+04
140.8,2.753e+04,2.500e+04,2.369e+03,5.490e+04
142.3,2.598e+04,2.576e+04,2.396e+03,5.414e+04
143.9,2.653e+04,2.447e+04,2.273e+03,5.327e+04
145.4,2.707e+04,2.315e+04,2.042e+03,5.226e+04
147.0,2.538e+04,2.359e+04,1.996e+03,5.097e+04
148.6,2.714e+04,2.597e+04,2.335e+03,5.545e+04
150.1,2.535e+04,2.995e+04,2.814e+03,5.811e+04
151.7,1.698e+04,3.123e+04,2.986e+03,5.120e+04
153.3,1.129e+04,3.352e+04,3.294e+03,4.811e+04
154.8,8.007e+03,3.397e+04,3.276e+03,4.526e+04
156.4,8.531e+03,2.585e+04,2.489e+03,3.687e+04
158.0,1.502e+04,2.476e+04,2.436e+03,4.221e+04
159.5,2.543e+04,3.281e+04,3.233e+03,6.148e+04
161.1,3.041e+04,3.143e+04,3.040e+03,6.487e+04
