freq,psd_x,psd_y,psd_z,psd_xyz
101.6,1.103e+03,4.398e+04,7.867e+04,1.238e+05
103.1,8.248e+02,3.932e+04,7.119e+04,1.113e+05
104.6,6.718e+02,3.482e+04,6.556e+04,1.011e+05
106.1,6.856e+02,3.129e+04,6.180e+04,9.378e+04
107.6,9.282e+02,2.885e+04,5.927e+04,8.905e+04
109.1,1.327e+03,2.658e+04,5.727e+04,8.518e+04
110.7,1.889e+03,2.466e+04,5.602e+04,8.256e+04
112.2,2.628e+03,2.279e+04,5.484e+04,8.025e+04
113.7,3.268e+03,2.074e+04,5.410e+04,7.811e+04
115.2,3.968e+03,1.919e+04,5.506e+04,7.822e+04
116.7,4.859e+03,1.795e+04,5.673e+04,7.953e+04
118.2,5.785e+03,1.694e+04,5.642e+04,7.915e+04
119.8,6.631e+03,1.533e+04,5.122e+04,7.318e+04
121.3,6.259e+03,1.009e+04,3.286e+04,4.921e+04
122.8,5.735e+03,7.717e+03,2.405e+04,3.750e+04
124.3,6.718e+03,8.503e+03,2.537e+04,4.059e+04
125.8,9.933e+03,9.481e+03,2.766e+04,4.708e+04
127.3,1.194e+04,9.953e+03,3.001e+04,5.190e+04
128.9,1.388e+04,1.027e+04,3.317e+04,5.733e+04
130.4,1.560e+04,1.067e+04,3.686e+04,6.313e+04
131.9,1.744e+04,1.027e+04,3.763e+04,6.534e+04
133.4,1.379e+04,4.837e+03,1.842e+04,3.705e+04
134.9,1.067e+04,1.190e+03,4.123e+03,1.599e+04
136.4,1.117e+04,9.224e+02,3.041e+03,1.514e+04
137.9,1.145e+04,7.843e+02,2.583e+03,1.482e+04
139.5,1.076e+04,6.939e+02,2.365e+03,1.382e+04
141.0,1.025e+04,6.193e+02,2.596e+03,1.347e+04
142.5,1.058e+04,5.473e+02,3.020e+03,1.415e+04
144.0,1.434e+04,5.126e+02,4.303e+03,1.916e+04
145.5,1.495e+04,4.259e+02,5.321e+03,2.070e+04
147.0,1.233e+04,4.127e+02,6.471e+03,1.921e+04
148.6,9.092e+03,5.956e+02,8.307e+03,1.799e+04
150.1,6.284e+03,8.963e+02,9.114e+03,1.629e+04
151.6,5.261e+03,1.512e+03,1.056e+04,1.733e+04
153.1,4.763e+03,2.666e+03,1.159e+04,1.902e+04
154.6,3.526e+03,3.966e+03,1.026e+04,1.775e+04
156.1,1.991e+03,4.262e+03,9.494e+03,1.575e+04
157.7,2.230e+03,4.460e+03,8.777e+03,1.547e+04
159.2,5.375e+03,5.286e+03,8.103e+03,1.876e+04
160.7,1.070e+04,5.273e+03,7.371e+03,2.334e+04
162.2,1.123e+04,2.891e+03,8.539e+03,2.266e+04
163.7,8.193e+03,3.905e+03,1.677e+04,2.886e+04
165.2,4.648e+03,6.688e+03,1.636e+04,2.770e+04
166.7,7.777e+03,6.805e+03,1.059e+04,2.517e+04
168.3,1.533e+04,5.107e+03,9.536e+03,2.998e+04
169.8,1.784e+04,3.179e+03,1.076e+04,3.178e+04
171.3,1.467e+04,2.647e+03,1.160e+04,2.892e+04
172.8,1.408e+04,3.499e+03,1.455e+04,3.213e+04
174.3,1.112e+04,4.779e+03,1.570e+04,3.160e+04
175.8,6.554e+03,6.796e+03,1.480e+04,2.815e+04
177.4,4.564e+03,5.526e+03,1.085e+04,2.094e+04
178.9,4.803e+03,3.723e+03,7.362e+03,1.589e+04
180.4,4.775e+03,3.568e+03,6.424e+03,1.477e+04
181.9,4.650e+03,3.188e+03,5.431e+03,1.327e+04
183.4,4.600e+03,3.261e+03,5.037e+03,1.290e+04
184.9,4.314e+03,3.571e+03,5.525e+03,1.341e+04
186.5,3.998e+03,3.633e+03,6.041e+03,1.367e+04
188.0,3.982e+03,3.816e+03,6.583e+03,1.438e+04
189.5,4.307e+03,4.440e+03,7.495e+03,1.624e+04
191.0,4.907e+03,6.871e+03,9.249e+03,2.103e+04
192.5,5.013e+03,1.036e+04,1.017e+04,2.555e+04
194.0,4.171e+03,1.267e+04,9.448e+03,2.629e+04
195.6,3.375e+03,1.511e+04,8.752e+03,2.724e+04
197.1,2.780e+03,1.534e+04,8.042e+03,2.616e+04
198.6,2.301e+03,1.482e+04,7.129e+03,2.425e+04
