freq,psd_x,psd_y,psd_z,psd_xyz
0.0,2.173e+01,1.483e+02,3.355e+02,5.056e+02
1.5,2.334e+01,1.214e+02,2.065e+02,3.512e+02
3.0,1.816e+01,5.787e+01,2.217e+01,9.819e+01
4.5,1.789e+01,3.049e+02,2.276e+01,3.456e+02
6.1,1.527e+01,1.076e+03,2.355e+01,1.115e+03
7.6,1.724e+01,1.709e+03,2.494e+01,1.751e+03
9.1,1.891e+01,2.369e+03,2.511e+01,2.413e+03
10.6,1.928e+01,3.141e+03,2.495e+01,3.185e+03
12.1,2.111e+01,4.111e+03,3.020e+01,4.162e+03
13.6,2.248e+01,5.468e+03,3.699e+01,5.527e+03
15.2,2.715e+01,7.496e+03,5.150e+01,7.575e+03
16.7,3.762e+01,9.273e+03,7.685e+01,9.387e+03
18.2,4.650e+01,1.112e+04,1.189e+02,1.128e+04
19.7,5.424e+01,1.436e+04,1.957e+02,1.461e+04
21.2,6.602e+01,1.712e+04,3.410e+02,1.753e+04
22.7,8.171e+01,2.048e+04,5.711e+02,2.113e+04
24.3,1.091e+02,2.226e+04,8.164e+02,2.318e+04
25.8,1.578e+02,1.980e+04,9.687e+02,2.093e+04
27.3,2.461e+02,1.695e+04,1.101e+03,1.830e+04
28.8,3.784e+02,1.532e+04,1.202e+03,1.690e+04
30.3,5.130e+02,1.595e+04,1.572e+03,1.804e+04
31.8,6.342e+02,1.781e+04,2.088e+03,2.054e+04
33.4,7.852e+02,1.945e+04,2.848e+03,2.308e+04
34.9,9.623e+02,2.269e+04,4.209e+03,2.786e+04
36.4,1.195e+03,2.932e+04,6.733e+03,3.725e+04
37.9,1.479e+03,3.905e+04,1.141e+04,5.194e+04
39.4,1.770e+03,5.327e+04,2.137e+04,7.641e+04
40.9,2.151e+03,6.849e+04,4.047e+04,1.111e+05
42.5,2.584e+03,8.734e+04,7.485e+04,1.648e+05
44.0,2.885e+03,1.111e+05,1.223e+05,2.363e+05
45.5,2.850e+03,1.451e+05,1.948e+05,3.427e+05
47.0,2.755e+03,2.153e+05,4.055e+05,6.236e+05
48.5,2.464e+03,2.784e+05,7.996e+05,1.080e+06
50.0,1.771e+03,1.986e+05,8.656e+05,1.066e+06
51.6,1.632e+03,9.263e+04,7.034e+05,7.976e+05
